1400,735.3337,71.947108,10.9295,0.815647,-1.371608,0.89628,2
1401,654.395917,22.153509,40.13963,1.210445,-2.132001,1.218699,2
1402,881.04079,8.047851,77.842574,1.814314,-2.577628,0.498029,2
1403,1003.476272,109.882703,23.942505,1.057372,-1.727703,0.860465,2
1404,964.125247,194.369017,15.797399,1.907731,-1.107757,0.62991,3
1405,923.489503,79.726161,15.186858,0.830254,-1.552426,0.82734,2
1406,942.788838,59.269049,20.837782,0.600812,-1.849362,1.312963,2
1407,810.174267,39.318559,62.855578,1.098133,-2.305134,1.067391,2
1408,954.8092,67.008776,81.084189,0.861957,-2.316694,0.525987,2
1409,1048.070944,60.958098,70.620123,0.853836,-2.169615,0.464851,2
1410,840.54119,124.589819,47.734428,1.14353,-1.834298,0.288994,3
1411,688.021673,99.483574,75.638604,1.160894,-1.806827,0.260205,3
1412,572.894144,10.099291,41.221081,1.729038,-2.141718,0.717319,2
1413,997.244135,59.46125,54.450376,0.58514,-2.086171,1.06153,2
1414,1101.604076,63.955228,78.685832,0.790685,-2.412139,0.673375,2
1415,977.000847,64.387991,28.125941,0.644368,-1.78463,1.106417,2
1416,851.844161,62.195592,24.180698,0.620203,-1.726865,1.133208,2
1417,908.332888,160.338638,81.09514,2.162501,-0.460206,0.611959,1
1418,619.911104,69.702454,48.594114,1.04953,-1.881589,0.215531,3
1419,834.532416,33.211861,60.350445,1.139631,-2.347728,1.288188,2
1420,645.192082,76.430799,18.781656,0.899765,-1.860617,0.394826,2
1421,726.196495,22.434998,65.869952,1.300838,-2.242494,1.267892,2
1422,912.336507,33.333721,70.595483,0.937477,-2.353607,1.032976,2
1423,911.864808,17.808676,61.281314,1.396027,-2.482242,0.945076,2
1424,847.897137,35.446957,60.580424,0.911687,-2.23002,1.322456,2
1425,821.652707,60.709337,19.969884,0.526145,-1.687958,1.13095,2
1426,771.508952,54.928171,17.905544,0.622413,-1.6552,0.93909,2
1427,1063.146024,38.699428,72.29295,0.568753,-2.283204,0.932886,2
1428,898.684637,38.889921,61.664613,0.810601,-2.20412,1.348263,2
1429,408.239494,21.535822,1.122519,1.669419,-1.733603,0.947122,2
1430,642.407624,43.470601,5.103354,0.570206,-1.746882,1.037004,2
1431,938.722565,89.001327,21.50308,0.838191,-1.69161,0.868119,2
1432,839.794846,73.959203,22.86653,0.751001,-1.52634,0.966621,2
1433,596.537222,33.025223,49.919233,1.529722,-2.106108,0.439565,2
1434,854.968208,98.3303,81.114305,1.054994,-2.184082,0.366239,3
1435,629.148878,8.22469,68.317591,1.740873,-2.250813,0.799321,2
1436,1006.890942,256.944619,82.483231,1.773051,-1.638673,0.281567,3
1437,1054.69918,48.209454,53.297741,0.500072,-2.053094,1.21396,2
1438,780.308457,26.893242,17.336071,1.739995,-2.327042,0.613268,2
1439,935.653504,78.089566,74.05065,0.923936,-1.746445,0.492032,2
1440,661.14398,85.96486,52.668036,1.095155,-2.042118,0.577751,3
1441,1042.539827,52.056391,75.288159,1.184829,-2.386586,0.481341,2
1442,564.824901,39.971928,3.18412,0.803931,-1.719092,0.849212,2
1443,620.503487,67.291705,34.083504,1.04542,-0.404068,0.914122,1
1444,918.620101,59.765852,54.746064,0.482645,-2.03576,1.077131,2
